"Site","Analyte","Sample.Date","ppt","lab.qual","chain.length","lat","long"
"Town.of.Rose.Hill.WWTP","PFHpS",2019-08-14,NA,2.53,"long",34.81715622,-78.00565245
"City.of.Randleman","PFHxA",2019-08-14,8.56,NA,"short",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFHxA",2019-08-14,10.4,NA,"short",34.81715622,-78.00565245
"City.of.Randleman","PFHxS",2019-08-14,NA,1.38,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFHxS",2019-08-14,2,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOAA",2019-08-14,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOBA",2019-08-14,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOPrA",2019-08-14,NA,NA,"long",34.81715622,-78.00565245
"City.of.Randleman","PFNA",2019-08-14,0.846,NA,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFNA",2019-08-14,2.08,NA,"long",34.81715622,-78.00565245
"City.of.Randleman","PFNS",2019-08-14,NA,1.38,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFNS",2019-08-14,NA,2.55,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO2HxA",2019-08-14,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO3OA",2019-08-14,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO4DA",2019-08-14,NA,NA,"long",34.81715622,-78.00565245
"City.of.Randleman","PFOA",2019-08-14,5.52,NA,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFOA",2019-08-14,6,NA,"long",34.81715622,-78.00565245
"City.of.Randleman","PFOS",2019-08-14,NA,1.38,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFOS",2019-08-14,11,NA,"long",34.81715622,-78.00565245
"City.of.Randleman","PFOSA",2019-08-14,NA,1.38,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFOSA",2019-08-14,NA,2.47,"long",34.81715622,-78.00565245
"City.of.Randleman","PFPeA",2019-08-14,NA,1.38,"short",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFPeA",2019-08-14,6.1,NA,"short",34.81715622,-78.00565245
"City.of.Randleman","PFPeS",2019-08-14,NA,1.38,"short",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFPeS",2019-08-14,NA,2.5,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFPrOPrA",2019-08-14,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFTeA",2019-08-14,NA,13.3,"long",34.81715622,-78.00565245
"City.of.Randleman","PFTeA",2019-08-14,0.255,NA,"long",35.80812458,-79.78271331
"City.of.Randleman","PFTriA",2019-08-14,NA,1.38,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFTriA",2019-08-14,NA,13.3,"long",34.81715622,-78.00565245
"City.of.Randleman","PFUnA",2019-08-14,NA,1.38,"long",35.80812458,-79.78271331
"Town.of.Rose.Hill.WWTP","PFUnA",2019-08-14,NA,2.66,"long",34.81715622,-78.00565245
"City.of.Mebane.WWTP","N.EtFOSAA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","N.EtFOSAA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Town.of.Holly.Springs","N.EtFOSAA",2019-08-13,NA,16,"long",35.64598133,-78.85109368
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","N.EtFOSAA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","N.MeFOSAA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","N.MeFOSAA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Town.of.Holly.Springs","N.MeFOSAA",2019-08-13,NA,16,"long",35.64598133,-78.85109368
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","N.MeFOSAA",2019-08-13,NA,110,"long",35.67154993,-78.94119022
"Town.of.Holly.Springs","HFPO.DA",2019-08-13,NA,16,"long",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFBA",2019-08-13,NA,5.38,"short",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFBA",2019-08-13,NA,8.2,"short",35.64598133,-78.85109368
"City.of.High.Point.Eastside.WWTP","PFBA",2019-08-13,NA,10.8,"short",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFBA",2019-08-13,NA,380,"short",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFBS",2019-08-13,NA,5.38,"short",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFBS",2019-08-13,NA,7.2,"short",35.64598133,-78.85109368
"City.of.High.Point.Eastside.WWTP","PFBS",2019-08-13,NA,10.8,"short",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFBS",2019-08-13,NA,95,"short",35.67154993,-78.94119022
"Town.of.Holly.Springs","PFDA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"City.of.High.Point.Eastside.WWTP","PFDA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFDA",2019-08-13,7.64,NA,"long",36.08862094,-79.28544925
"City.of.Mebane.WWTP","PFDoA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFDoA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDoA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFDS",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFDS",2019-08-13,NA,7.9,"long",35.64598133,-78.85109368
"City.of.High.Point.Eastside.WWTP","PFDS",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFDS",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHpA",2019-08-13,NA,95,"short",35.67154993,-78.94119022
"City.of.High.Point.Eastside.WWTP","PFHpA",2019-08-13,NA,NA,"short",35.94262001,-79.90908086
"Town.of.Holly.Springs","PFHpA",2019-08-13,21,NA,"short",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFHpA",2019-08-13,7.73,NA,"short",36.08862094,-79.28544925
"City.of.Mebane.WWTP","PFHpS",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","PFHpS",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHpS",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHxA",2019-08-13,NA,95,"short",35.67154993,-78.94119022
"City.of.High.Point.Eastside.WWTP","PFHxA",2019-08-13,13.4,NA,"short",35.94262001,-79.90908086
"Town.of.Holly.Springs","PFHxA",2019-08-13,27,NA,"short",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFHxA",2019-08-13,29.4,NA,"short",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFHxDA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFHxS",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFHxS",2019-08-13,NA,7.7,"long",35.64598133,-78.85109368
"City.of.High.Point.Eastside.WWTP","PFHxS",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFHxS",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFNA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFNA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"City.of.High.Point.Eastside.WWTP","PFNA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFNA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFNS",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","PFNS",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFNS",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.High.Point.Eastside.WWTP","PFOA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"Town.of.Holly.Springs","PFOA",2019-08-13,10,NA,"long",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFOA",2019-08-13,24.3,NA,"long",36.08862094,-79.28544925
"Town.of.Holly.Springs","PFODA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOS",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.High.Point.Eastside.WWTP","PFOS",2019-08-13,15.4,NA,"long",35.94262001,-79.90908086
"Town.of.Holly.Springs","PFOS",2019-08-13,12,NA,"long",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFOS",2019-08-13,6.97,NA,"long",36.08862094,-79.28544925
"City.of.Mebane.WWTP","PFOSA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","PFOSA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFOSA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"City.of.Mebane.WWTP","PFPeA",2019-08-13,NA,5.38,"short",36.08862094,-79.28544925
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFPeA",2019-08-13,NA,95,"short",35.67154993,-78.94119022
"City.of.High.Point.Eastside.WWTP","PFPeA",2019-08-13,60.8,NA,"short",35.94262001,-79.90908086
"Town.of.Holly.Springs","PFPeA",2019-08-13,21,NA,"short",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFPeS",2019-08-13,NA,5.38,"short",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","PFPeS",2019-08-13,NA,10.8,"short",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFPeS",2019-08-13,NA,95,"short",35.67154993,-78.94119022
"Town.of.Holly.Springs","PFPrOPrA",2019-08-13,NA,16,"long",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFTeA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","PFTeA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFTeA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"Town.of.Holly.Springs","PFTeA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFTriA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","PFTriA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFTriA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"Town.of.Holly.Springs","PFTriA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"City.of.Mebane.WWTP","PFUnA",2019-08-13,NA,5.38,"long",36.08862094,-79.28544925
"City.of.High.Point.Eastside.WWTP","PFUnA",2019-08-13,NA,10.8,"long",35.94262001,-79.90908086
"Cary.Western.Wake.Regional.Water.Reclamation.Facility","PFUnA",2019-08-13,NA,95,"long",35.67154993,-78.94119022
"Town.of.Holly.Springs","PFUnA",2019-08-13,NA,8.2,"long",35.64598133,-78.85109368
"Wallace.Regional.WWTP","N.EtFOSAA",2019-08-12,NA,25.3,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","N.MeFOSAA",2019-08-12,NA,5.05,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFBA",2019-08-12,NA,2.53,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFBS",2019-08-12,2.15,NA,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFDA",2019-08-12,NA,2.53,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFDoA",2019-08-12,NA,2.53,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFDS",2019-08-12,NA,2.45,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFHpA",2019-08-12,0.883,NA,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFHpS",2019-08-12,NA,2.4,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFHxA",2019-08-12,20.7,NA,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFHxS",2019-08-12,NA,2.3,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFNA",2019-08-12,1.04,NA,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFNS",2019-08-12,NA,2.42,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFOA",2019-08-12,2.96,NA,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFOS",2019-08-12,9.61,NA,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFOSA",2019-08-12,NA,11.7,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFPeA",2019-08-12,NA,2.53,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFPeS",2019-08-12,NA,2.37,"short",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFTeA",2019-08-12,NA,12.6,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFTriA",2019-08-12,NA,12.6,"long",34.73817439,-77.99263394
"Wallace.Regional.WWTP","PFUnA",2019-08-12,NA,2.53,"long",34.73817439,-77.99263394
"Northeast.Brunswick.Regional","4.2",2019-08-08,NA,1.41,"short",34.27175034,-78.0055035
"Northeast.Brunswick.Regional","6.2",2019-08-08,0.738,NA,"short",34.27175034,-78.0055035
"Northeast.Brunswick.Regional","8.2",2019-08-08,0.513,NA,"long",34.27175034,-78.0055035
"Northeast.Brunswick.Regional","HFPO.DA",2019-08-08,NA,49.31,"long",34.27175034,-78.0055035
"City.of.Asheboro.WWTP","HFPO.DA",2019-08-08,NA,354.62,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","N.EtFOSAA",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","N.EtFOSAA",2019-08-08,NA,3.58,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","N.EtFOSAA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","N.MeFOSAA",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"City.of.Asheboro.WWTP","N.MeFOSAA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Town.of.Burgaw.Collection.System","N.MeFOSAA",2019-08-08,NA,17.9,"long",34.55726739,-77.92518487
"Northeast.Brunswick.Regional","PFBA",2019-08-08,NA,1.41,"short",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFBA",2019-08-08,NA,8.96,"short",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFBA",2019-08-08,NA,10.1,"short",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFBS",2019-08-08,NA,1.41,"short",34.27175034,-78.0055035
"City.of.Asheboro.WWTP","PFBS",2019-08-08,NA,10.1,"short",35.76613469,-79.78579884
"Town.of.Burgaw.Collection.System","PFBS",2019-08-08,1.86,NA,"short",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFDA",2019-08-08,NA,1.79,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFDA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFDA",2019-08-08,1.8,NA,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFDoA",2019-08-08,NA,1.79,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFDoA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFDoA",2019-08-08,0.196,NA,"long",34.27175034,-78.0055035
"Northeast.Brunswick.Regional","PFDS",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFDS",2019-08-08,NA,1.74,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFDS",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFHpA",2019-08-08,NA,10.1,"short",35.76613469,-79.78579884
"Town.of.Burgaw.Collection.System","PFHpA",2019-08-08,0.701,NA,"short",34.55726739,-77.92518487
"Northeast.Brunswick.Regional","PFHpA",2019-08-08,8.15,NA,"short",34.27175034,-78.0055035
"Northeast.Brunswick.Regional","PFHpS",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFHpS",2019-08-08,NA,1.7,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFHpS",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"City.of.Asheboro.WWTP","PFHxA",2019-08-08,13.5,NA,"short",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFHxA",2019-08-08,19.9,NA,"short",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFHxA",2019-08-08,18.9,NA,"short",34.55726739,-77.92518487
"Northeast.Brunswick.Regional","PFHxS",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFHxS",2019-08-08,NA,1.63,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFHxS",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Town.of.Burgaw.Collection.System","PFNA",2019-08-08,NA,1.79,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFNA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFNA",2019-08-08,0.871,NA,"long",34.27175034,-78.0055035
"Northeast.Brunswick.Regional","PFNS",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFNS",2019-08-08,NA,1.72,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFNS",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Town.of.Burgaw.Collection.System","PFOA",2019-08-08,1.45,NA,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFOA",2019-08-08,10.6,NA,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFOA",2019-08-08,10,NA,"long",34.27175034,-78.0055035
"City.of.Asheboro.WWTP","PFOS",2019-08-08,18.8,NA,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFOS",2019-08-08,11.3,NA,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFOS",2019-08-08,4.08,NA,"long",34.55726739,-77.92518487
"Northeast.Brunswick.Regional","PFOSA",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFOSA",2019-08-08,NA,8.33,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFOSA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFPeA",2019-08-08,NA,1.41,"short",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFPeA",2019-08-08,NA,1.79,"short",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFPeA",2019-08-08,NA,10.1,"short",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFPeS",2019-08-08,NA,1.41,"short",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFPeS",2019-08-08,NA,1.68,"short",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFPeS",2019-08-08,NA,10.1,"short",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFTeA",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFTeA",2019-08-08,NA,8.96,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFTeA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFTriA",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFTriA",2019-08-08,NA,8.96,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFTriA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Northeast.Brunswick.Regional","PFUnA",2019-08-08,NA,1.41,"long",34.27175034,-78.0055035
"Town.of.Burgaw.Collection.System","PFUnA",2019-08-08,NA,8.96,"long",34.55726739,-77.92518487
"City.of.Asheboro.WWTP","PFUnA",2019-08-08,NA,10.1,"long",35.76613469,-79.78579884
"Cit.of.Clinton-Norman.H.Larkins.WWTP","N.EtFOSAA",2019-08-07,NA,4.05,"long",35.00515516,-78.34442384
"City.of.Reidsville","N.EtFOSAA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Greensboro-TZ.Osborne.WRF","N.EtFOSAA",2019-08-07,NA,18,"long",36.09864301,-79.68893648
"Cit.of.Clinton-Norman.H.Larkins.WWTP","N.MeFOSAA",2019-08-07,NA,4.05,"long",35.00515516,-78.34442384
"City.of.Reidsville","N.MeFOSAA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Greensboro-TZ.Osborne.WRF","N.MeFOSAA",2019-08-07,NA,18,"long",36.09864301,-79.68893648
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFBA",2019-08-07,NA,10.1,"short",35.00515516,-78.34442384
"City.of.Reidsville","PFBA",2019-08-07,NA,11.1,"short",36.3236797,-79.66750151
"Greensboro-TZ.Osborne.WRF","PFBA",2019-08-07,27.3,NA,"short",36.09864301,-79.68893648
"City.of.Reidsville","PFBS",2019-08-07,NA,11.1,"short",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFBS",2019-08-07,2.6,NA,"short",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFBS",2019-08-07,39.3,NA,"short",36.09864301,-79.68893648
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDA",2019-08-07,NA,2.03,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFDA",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFDA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDoA",2019-08-07,NA,2.03,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFDoA",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFDoA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFDS",2019-08-07,NA,1.97,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFDS",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFDS",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"City.of.Reidsville","PFHpA",2019-08-07,NA,11.1,"short",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHpA",2019-08-07,1.24,NA,"short",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFHpA",2019-08-07,22.3,NA,"short",36.09864301,-79.68893648
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHpS",2019-08-07,NA,1.93,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFHpS",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFHpS",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHxA",2019-08-07,8.47,NA,"short",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFHxA",2019-08-07,54.6,NA,"short",36.09864301,-79.68893648
"City.of.Reidsville","PFHxA",2019-08-07,29.5,NA,"short",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFHxS",2019-08-07,NA,1.84,"long",35.00515516,-78.34442384
"City.of.Reidsville","PFHxS",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Greensboro-TZ.Osborne.WRF","PFHxS",2019-08-07,19.6,NA,"long",36.09864301,-79.68893648
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFNA",2019-08-07,NA,2.03,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFNA",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFNA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFNS",2019-08-07,NA,2.03,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFNS",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFNS",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOA",2019-08-07,2.46,NA,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFOA",2019-08-07,24.7,NA,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFOA",2019-08-07,16.4,NA,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOS",2019-08-07,2.54,NA,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFOS",2019-08-07,36.2,NA,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFOS",2019-08-07,12.2,NA,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFOSA",2019-08-07,NA,1.88,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFOSA",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
"City.of.Reidsville","PFOSA",2019-08-07,NA,11.1,"long",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFPeA",2019-08-07,12.2,NA,"short",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFPeA",2019-08-07,66.9,NA,"short",36.09864301,-79.68893648
"City.of.Reidsville","PFPeA",2019-08-07,58.7,NA,"short",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFPeS",2019-08-07,NA,1.91,"short",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFPeS",2019-08-07,NA,10.2,"short",36.09864301,-79.68893648
"City.of.Reidsville","PFPeS",2019-08-07,NA,11.1,"short",36.3236797,-79.66750151
"Cit.of.Clinton-Norman.H.Larkins.WWTP","PFTeA",2019-08-07,NA,10.1,"long",35.00515516,-78.34442384
"Greensboro-TZ.Osborne.WRF","PFTeA",2019-08-07,NA,10.2,"long",36.09864301,-79.68893648
