"Site","Analyte","Sample.Date","ppt","lab.qual","chain.length","lat","long"
"Wilmington-James.A.Loughlin(Northside.WWTP","PFO2HxA",2019-08-05,36.5,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFO2HxA",2019-08-05,47.1,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFO3OA",2019-08-05,14,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFO3OA",2019-08-05,16.3,NA,"long",34.16600449,-77.94528851
"Wilmington-James.A.Loughlin(Northside.WWTP","PFO4DA",2019-08-05,3.27,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFO4DA",2019-08-05,4.32,NA,"long",34.16600449,-77.94528851
"City.of.Raeford","PFOA",2019-08-05,NA,77,"long",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFOA",2019-08-05,5.74,NA,"long",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFOA",2019-08-05,7.46,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFOA",2019-08-05,6.5,NA,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFOA",2019-08-05,22.1,NA,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFOS",2019-08-05,7.19,NA,"long",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFOS",2019-08-05,9.29,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFOS",2019-08-05,8.53,NA,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFOS",2019-08-05,6.32,NA,"long",35.90402079,-78.97846588
"City.of.Raeford","PFOS",2019-08-05,73.6,NA,"long",34.97691246,-79.1947716
"City.of.Durham-South.Durham.Water.Reclamation","PFOSA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFOSA",2019-08-05,NA,8.71,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFOSA",2019-08-05,NA,8.77,"long",34.16600449,-77.94528851
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFOSA",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"City.of.Raeford","PFOSA",2019-08-05,NA,77,"long",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFPeA",2019-08-05,NA,10.8,"short",35.8802467,-78.8932025
"City.of.Raeford","PFPeA",2019-08-05,NA,77,"short",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","PFPeA",2019-08-05,15.9,NA,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFPeA",2019-08-05,17.3,NA,"short",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFPeA",2019-08-05,103,NA,"short",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFPeS",2019-08-05,NA,1.76,"short",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFPeS",2019-08-05,NA,1.77,"short",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFPeS",2019-08-05,NA,4.88,"short",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFPeS",2019-08-05,NA,10.8,"short",35.8802467,-78.8932025
"City.of.Raeford","PFPeS",2019-08-05,NA,77,"short",34.97691246,-79.1947716
"Wilmington-James.A.Loughlin(Northside.WWTP","PFPrOPrA",2019-08-05,14.7,NA,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFPrOPrA",2019-08-05,20.3,NA,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFTeA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFTeA",2019-08-05,NA,9.37,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFTeA",2019-08-05,NA,9.43,"long",34.16600449,-77.94528851
"City.of.Raeford","PFTeA",2019-08-05,NA,380,"long",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFTeA",2019-08-05,1.45,NA,"long",35.8802467,-78.8932025
"City.of.Durham-South.Durham.Water.Reclamation","PFTriA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Wilmington-James.A.Loughlin(Northside.WWTP","PFTriA",2019-08-05,NA,9.37,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFTriA",2019-08-05,NA,9.43,"long",34.16600449,-77.94528851
"City.of.Raeford","PFTriA",2019-08-05,NA,380,"long",34.97691246,-79.1947716
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFTriA",2019-08-05,1.98,NA,"long",35.8802467,-78.8932025
"Wilmington-James.A.Loughlin(Northside.WWTP","PFUnA",2019-08-05,NA,1.87,"long",34.26246994,-77.92142112
"Wilmington-M'Kean.Maffitt(Southside.WWTP","PFUnA",2019-08-05,NA,1.89,"long",34.16600449,-77.94528851
"City.of.Durham-South.Durham.Water.Reclamation","PFUnA",2019-08-05,NA,4.88,"long",35.90402079,-78.97846588
"Durham.County.Triangle.Wastewater.Treatment.Plant","PFUnA",2019-08-05,NA,10.8,"long",35.8802467,-78.8932025
"City.of.Raeford","PFUnA",2019-08-05,NA,380,"long",34.97691246,-79.1947716
"Town.of.Burgaw.Collection.System","N.EtFOSAA",2019-07-26,3.7,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","N.MeFOSAA",2019-07-26,NA,3.67,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFBA",2019-07-26,NA,1.84,"short",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFBS",2019-07-26,1.66,NA,"short",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFDA",2019-07-26,0.766,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFDoA",2019-07-26,NA,1.84,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFDS",2019-07-26,NA,1.78,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFHpA",2019-07-26,0.701,NA,"short",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFHpS",2019-07-26,NA,1.74,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFHxA",2019-07-26,4.64,NA,"short",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFHxS",2019-07-26,0.782,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFNA",2019-07-26,0.926,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFNS",2019-07-26,NA,1.76,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFOA",2019-07-26,1.14,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFOS",2019-07-26,2.3,NA,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFOSA",2019-07-26,NA,1.71,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFPeA",2019-07-26,NA,1.84,"short",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFPeS",2019-07-26,NA,1.73,"short",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFTeA",2019-07-26,NA,9.18,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFTriA",2019-07-26,NA,9.18,"long",34.55726739,-77.92518487
"Town.of.Burgaw.Collection.System","PFUnA",2019-07-26,NA,1.84,"long",34.55726739,-77.92518487
"City.of.Randleman","4.2",2019-07-24,NA,NA,"short",35.80812458,-79.78271331
"City.of.Randleman","6.2",2019-07-24,NA,NA,"short",35.80812458,-79.78271331
"City.of.Randleman","8.2",2019-07-24,NA,NA,"long",35.80812458,-79.78271331
"City.of.Randleman","HFPO.DA",2019-07-24,NA,NA,"long",35.80812458,-79.78271331
"City.of.Randleman","N.EtFOSAA",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","N.EtFOSAA",2019-07-24,NA,420,"long",35.64598133,-78.85109368
"City.of.Randleman","N.MeFOSAA",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","N.MeFOSAA",2019-07-24,NA,420,"long",35.64598133,-78.85109368
"Town.of.Holly.Springs","HFPO.DA",2019-07-24,NA,21,"long",35.64598133,-78.85109368
"City.of.Randleman","PFBA",2019-07-24,NA,0.222,"short",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFBA",2019-07-24,NA,10,"short",35.64598133,-78.85109368
"City.of.Randleman","PFBS",2019-07-24,NA,0.222,"short",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFBS",2019-07-24,NA,9.2,"short",35.64598133,-78.85109368
"Town.of.Holly.Springs","PFDA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"City.of.Randleman","PFDA",2019-07-24,0.661,NA,"long",35.80812458,-79.78271331
"City.of.Randleman","PFDoA",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFDoA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"City.of.Randleman","PFDS",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFDS",2019-07-24,NA,200,"long",35.64598133,-78.85109368
"Town.of.Holly.Springs","PFHpA",2019-07-24,13,NA,"short",35.64598133,-78.85109368
"City.of.Randleman","PFHpA",2019-07-24,3.12,NA,"short",35.80812458,-79.78271331
"City.of.Randleman","PFHpS",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFHxA",2019-07-24,19,NA,"short",35.64598133,-78.85109368
"City.of.Randleman","PFHxA",2019-07-24,8.36,NA,"short",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFHxDA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"Town.of.Holly.Springs","PFHxS",2019-07-24,NA,9.8,"long",35.64598133,-78.85109368
"City.of.Randleman","PFHxS",2019-07-24,6.07,NA,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFNA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"City.of.Randleman","PFNA",2019-07-24,1.04,NA,"long",35.80812458,-79.78271331
"City.of.Randleman","PFNS",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFOA",2019-07-24,NA,10,"long",35.64598133,-78.85109368
"City.of.Randleman","PFOA",2019-07-24,5.7,NA,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFODA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"Town.of.Holly.Springs","PFOS",2019-07-24,NA,10,"long",35.64598133,-78.85109368
"City.of.Randleman","PFOS",2019-07-24,7.54,NA,"long",35.80812458,-79.78271331
"City.of.Randleman","PFOSA",2019-07-24,NA,0.337,"long",35.80812458,-79.78271331
"City.of.Randleman","PFPeA",2019-07-24,NA,0.222,"short",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFPeA",2019-07-24,19,NA,"short",35.64598133,-78.85109368
"City.of.Randleman","PFPeS",2019-07-24,NA,0.222,"short",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFPrOPrA",2019-07-24,NA,21,"long",35.64598133,-78.85109368
"City.of.Randleman","PFTeA",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFTeA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"City.of.Randleman","PFTriA",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFTriA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"City.of.Randleman","PFUnA",2019-07-24,NA,0.222,"long",35.80812458,-79.78271331
"Town.of.Holly.Springs","PFUnA",2019-07-24,NA,210,"long",35.64598133,-78.85109368
"City.of.Graham","4.2",2019-07-23,NA,0.233,"short",36.04983302,-79.37369128
"City.of.Graham","6.2",2019-07-23,3.19,NA,"short",36.04983302,-79.37369128
"City.of.Graham","8.2",2019-07-23,0.769,NA,"long",36.04983302,-79.37369128
"City.of.Graham","HFPO.DA",2019-07-23,NA,8.16,"long",36.04983302,-79.37369128
"City.of.Graham","N.EtFOSAA",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","N.MeFOSAA",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFBA",2019-07-23,NA,0.233,"short",36.04983302,-79.37369128
"City.of.Graham","PFBS",2019-07-23,NA,1.4,"short",36.04983302,-79.37369128
"City.of.Graham","PFDA",2019-07-23,1.25,NA,"long",36.04983302,-79.37369128
"City.of.Graham","PFDoA",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFDS",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFHpA",2019-07-23,NA,0.233,"short",36.04983302,-79.37369128
"City.of.Graham","PFHpS",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFHxA",2019-07-23,NA,0.233,"short",36.04983302,-79.37369128
"City.of.Graham","PFHxS",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFNA",2019-07-23,1.77,NA,"long",36.04983302,-79.37369128
"City.of.Graham","PFNS",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFOA",2019-07-23,6.5,NA,"long",36.04983302,-79.37369128
"City.of.Graham","PFOS",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFOSA",2019-07-23,NA,0.355,"long",36.04983302,-79.37369128
"City.of.Graham","PFPeA",2019-07-23,65.6,NA,"short",36.04983302,-79.37369128
"City.of.Graham","PFPeS",2019-07-23,NA,0.233,"short",36.04983302,-79.37369128
"City.of.Graham","PFTeA",2019-07-23,NA,NA,"long",36.04983302,-79.37369128
"City.of.Graham","PFTriA",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"City.of.Graham","PFUnA",2019-07-23,NA,0.233,"long",36.04983302,-79.37369128
"Town.of.Rose.Hill.WWTP","N.EtFOSAA",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","N.MeFOSAA",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","Nafion.Byproduct.2",2019-07-22,NA,3.4,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFBA",2019-07-22,NA,8.49,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFBS",2019-07-22,NA,7.56,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFDA",2019-07-22,NA,1.7,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFDoA",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFDS",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFHpA",2019-07-22,2.24,NA,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFHpS",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFHxA",2019-07-22,8.01,NA,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFHxS",2019-07-22,NA,1.55,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOAA",2019-07-22,NA,3.4,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOBA",2019-07-22,NA,3.4,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFMOPrA",2019-07-22,NA,3.4,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFNA",2019-07-22,0.91,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFNS",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO2HxA",2019-07-22,NA,3.4,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO3OA",2019-07-22,NA,3.4,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFO4DA",2019-07-22,NA,3.4,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFOA",2019-07-22,2.82,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFOS",2019-07-22,6.06,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFOSA",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFPeA",2019-07-22,7.86,NA,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFPeS",2019-07-22,NA,NA,"short",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFPrOPrA",2019-07-22,NA,1.7,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFTeA",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFTriA",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"Town.of.Rose.Hill.WWTP","PFUnA",2019-07-22,NA,NA,"long",34.81715622,-78.00565245
"South.Burlington.WWTP","N.EtFOSAA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","N.EtFOSAA",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","N.EtFOSAA",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","N.EtFOSAA",2019-07-16,8.37,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","N.MeFOSAA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","N.MeFOSAA",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","N.MeFOSAA",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","N.MeFOSAA",2019-07-16,16.6,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFBA",2019-07-16,NA,2.75,"short",36.02454813,-79.36944141
"Fayetteville-Rockfish.Creek.WWTP","PFBA",2019-07-16,NA,2.95,"short",34.96435311,-78.83344791
"East.Burlington.WWTP","PFBA",2019-07-16,116,NA,"short",36.09382721,-79.37771112
"Fayetteville-Cross.Creek.WWTP","PFBA",2019-07-16,21.3,NA,"short",35.05953494,-78.86003082
"South.Burlington.WWTP","PFBS",2019-07-16,NA,2.75,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFBS",2019-07-16,NA,2.75,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFBS",2019-07-16,NA,2.95,"short",34.96435311,-78.83344791
"East.Burlington.WWTP","PFBS",2019-07-16,49.5,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFDA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Rockfish.Creek.WWTP","PFDA",2019-07-16,1.23,NA,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFDA",2019-07-16,20.8,NA,"long",36.09382721,-79.37771112
"Fayetteville-Cross.Creek.WWTP","PFDA",2019-07-16,2.97,NA,"long",35.05953494,-78.86003082
"South.Burlington.WWTP","PFDoA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFDoA",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFDoA",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFDoA",2019-07-16,4.86,NA,"long",36.09382721,-79.37771112
"East.Burlington.WWTP","PFDS",2019-07-16,NA,2.62,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFDS",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFDS",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFDS",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFHpA",2019-07-16,873,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHpA",2019-07-16,4.62,NA,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHpA",2019-07-16,11.9,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFHpA",2019-07-16,8.63,NA,"short",34.96435311,-78.83344791
"East.Burlington.WWTP","PFHpS",2019-07-16,NA,2.62,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHpS",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHpS",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFHpS",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFHxA",2019-07-16,511,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHxA",2019-07-16,13.9,NA,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHxA",2019-07-16,35.5,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFHxA",2019-07-16,20,NA,"short",34.96435311,-78.83344791
"East.Burlington.WWTP","PFHxS",2019-07-16,NA,2.62,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFHxS",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFHxS",2019-07-16,20.4,NA,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFHxS",2019-07-16,12.1,NA,"long",34.96435311,-78.83344791
"South.Burlington.WWTP","PFNA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFNA",2019-07-16,1.77,NA,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFNA",2019-07-16,1.28,NA,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFNA",2019-07-16,11.7,NA,"long",36.09382721,-79.37771112
"East.Burlington.WWTP","PFNS",2019-07-16,NA,2.62,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFNS",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFNS",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFNS",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFOA",2019-07-16,73,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOA",2019-07-16,13.2,NA,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFOA",2019-07-16,18.2,NA,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFOA",2019-07-16,10.9,NA,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFOS",2019-07-16,49.8,NA,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOS",2019-07-16,20.2,NA,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFOS",2019-07-16,26.9,NA,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFOS",2019-07-16,19.6,NA,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFOSA",2019-07-16,NA,2.62,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFOSA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFOSA",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFOSA",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFPeA",2019-07-16,374,NA,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFPeA",2019-07-16,35.6,NA,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFPeA",2019-07-16,30,NA,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFPeA",2019-07-16,24.7,NA,"short",34.96435311,-78.83344791
"East.Burlington.WWTP","PFPeS",2019-07-16,NA,2.62,"short",36.09382721,-79.37771112
"South.Burlington.WWTP","PFPeS",2019-07-16,NA,2.75,"short",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFPeS",2019-07-16,NA,2.75,"short",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFPeS",2019-07-16,NA,2.95,"short",34.96435311,-78.83344791
"East.Burlington.WWTP","PFTeA",2019-07-16,NA,2.62,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFTeA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFTeA",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFTeA",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFTriA",2019-07-16,NA,2.62,"long",36.09382721,-79.37771112
"South.Burlington.WWTP","PFTriA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFTriA",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFTriA",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"South.Burlington.WWTP","PFUnA",2019-07-16,NA,2.75,"long",36.02454813,-79.36944141
"Fayetteville-Cross.Creek.WWTP","PFUnA",2019-07-16,NA,2.75,"long",35.05953494,-78.86003082
"Fayetteville-Rockfish.Creek.WWTP","PFUnA",2019-07-16,NA,2.95,"long",34.96435311,-78.83344791
"East.Burlington.WWTP","PFUnA",2019-07-16,4.97,NA,"long",36.09382721,-79.37771112
"City.of.Raeford","4.2",2019-07-15,NA,240,"short",34.97691246,-79.1947716
"City.of.Raeford","N.EtFOSAA",2019-07-15,NA,590,"long",34.97691246,-79.1947716
"City.of.Raeford","N.MeFOSAA",2019-07-15,NA,590,"long",34.97691246,-79.1947716
"City.of.Raeford","PFBA",2019-07-15,NA,240,"short",34.97691246,-79.1947716
"City.of.Raeford","PFBS",2019-07-15,NA,120,"short",34.97691246,-79.1947716
"City.of.Raeford","PFDA",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFDoA",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFDS",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFHpA",2019-07-15,NA,120,"short",34.97691246,-79.1947716
"City.of.Raeford","PFHpS",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFHxA",2019-07-15,NA,120,"short",34.97691246,-79.1947716
"City.of.Raeford","PFHxS",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFNA",2019-07-15,NA,120,"long",34.97691246,-79.1947716
"City.of.Raeford","PFNS",2019-07-15,NA,120,"long",34.97691246,-79.1947716
