"Site","Sample.Date","Analyte","ppt","lab.qual","chain.length","lat","long"
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"4.2",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"6.2",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"8.2",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"FOSA",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"HFPO.DA",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFBS",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFDA",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFDoA",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFDS",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFHpA",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFHpS",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFHxA",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFHxS",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFNA",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFNS",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFOA",NA,40,"long",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFPeA",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFPeA",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFPeS",NA,40,"short",NA,NA
"LakeTownsendatDamnearGreensboro,NC",2018-07-12,"PFUnA",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"4.2",NA,40,"short",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"6.2",NA,40,"short",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"8.2",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"FOSA",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"HFPO.DA",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFBS",NA,40,"short",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFDA",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFDoA",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFDS",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFHpA",NA,40,"short",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFHpS",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFHxA",NA,40,"short",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFHxS",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFNA",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFNS",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFOA",NA,40,"long",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFPeS",NA,40,"short",NA,NA
"RandlemanLakeatWaterIntake",2018-07-10,"PFUnA",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"4.2",NA,40,"short",NA,NA
"EnoRiver@SR1004",2018-07-26,"6.2",NA,40,"short",NA,NA
"EnoRiver@SR1004",2018-07-26,"8.2",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"FOSA",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"HFPO.DA",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFBS",NA,40,"short",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFDoA",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFDS",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFHpA",NA,40,"short",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFHpS",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFHxA",NA,40,"short",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFHxS",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFNA",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFNS",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFOA",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFOS",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFPeA",NA,40,"short",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFPeS",NA,40,"short",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFTriA",NA,40,"long",NA,NA
"EnoRiver@SR1004",2018-07-26,"PFUnA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"4.2",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-07-26,"6.2",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-07-26,"8.2",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"FOSA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"HFPO.DA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFBS",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFDoA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFDS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFHpA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFHpS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFHxA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFHxS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFNA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFNS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFOA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFOS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFPeA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFPeS",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFTriA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-07-26,"PFUnA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"4.2",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-08-16,"6.2",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-08-16,"8.2",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"FOSA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"HFPO.DA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFDA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFDoA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFDS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFHpA",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFHpS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFNA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFNS",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFOA",NA,40,"long",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFPeS",NA,40,"short",NA,NA
"FlatRiver@SR1004",2018-08-16,"PFUnA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"4.2",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-07-26,"6.2",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-07-26,"8.2",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"FOSA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"HFPO.DA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFBS",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-07-26,"PFDoA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFDS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFHpA",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-07-26,"PFHpS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFHxA",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-07-26,"PFHxS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFNA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFNS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFOA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFPeS",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-07-26,"PFTriA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-07-26,"PFUnA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"4.2",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"6.2",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"8.2",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"FOSA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFDA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFDoA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFDS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFHpA",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"PFHpS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFNA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFNS",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFOA",NA,40,"long",NA,NA
"KnapofReedsCreek",2018-08-16,"PFPeS",NA,40,"short",NA,NA
"KnapofReedsCreek",2018-08-16,"PFUnA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"4.2",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"6.2",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"8.2",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"FOSA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"HFPO.DA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFBS",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFDoA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFDS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFHpA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFHpS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFHxA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFHxS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFNA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFNS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFOA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFOS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFPeA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFPeS",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFTriA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-07-26,"PFUnA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"4.2",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"6.2",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"8.2",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"FOSA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"HFPO.DA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFDA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFDoA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFDS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFHpA",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFHpS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFNA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFNS",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFOA",NA,40,"long",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFPeS",NA,40,"short",NA,NA
"EllerbeCreek@SR1636",2018-08-16,"PFUnA",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"4.2",NA,40,"short",NA,NA
"NeuseRiver@SR2000",2018-07-26,"6.2",NA,40,"short",NA,NA
"NeuseRiver@SR2000",2018-07-26,"8.2",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"FOSA",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"HFPO.DA",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFBS",NA,40,"short",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFDoA",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFDS",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFHpA",NA,40,"short",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFHpS",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFHxA",NA,40,"short",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFHxS",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFNA",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFNS",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFOA",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFOS",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFPeA",NA,40,"short",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFPeS",NA,40,"short",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFTriA",NA,40,"long",NA,NA
"NeuseRiver@SR2000",2018-07-26,"PFUnA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"4.2",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"6.2",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"8.2",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"FOSA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFDA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFDoA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFDS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFHpA",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFHpS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFNA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFNS",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFOA",NA,40,"long",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFPeS",NA,40,"short",NA,NA
"FallsLake@MthLittleLickCreeknearMarker#13",2018-08-16,"PFUnA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"4.2",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"6.2",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"8.2",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"FOSA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFDA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFDoA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFDS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFHpA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFHpS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFNA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFNS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFOA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFPeS",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-08-16,"PFUnA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"4.2",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"6.2",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"FOSA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"NMeFOSAA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFBA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFBS",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFDA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFDoA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFDS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFHpA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFHpS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFHxA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFHxS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFNA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFNS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFOA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFOS",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFPeA",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFPeS",NA,40,"short",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFTriA",NA,40,"long",NA,NA
"FallsLake@MouthLedgeCreeknearCreedmoorNC",2018-10-25,"PFUnA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"4.2",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"6.2",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"FOSA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFBS",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFDoA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFDS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFHpA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFHpS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFHxA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFHxS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFNA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFNS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFOA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFOS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFPeA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFPeS",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFTriA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-07-26,"PFUnA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"4.2",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"6.2",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"FOSA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"NMeFOSAA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFBA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFBS",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFDA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFDoA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFDS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFHpA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFHpS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFHxA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFHxS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFNA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFNS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFOA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFOS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFPeA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFPeS",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFTriA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-10-25,"PFUnA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"4.2",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"6.2",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"FOSA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"HFPO.DA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"NMeFOSAA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFBA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFBS",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFDA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFDoA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFDS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFHpA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFHpS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFHxA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFHxS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFNA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFNS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFOA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFOS",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFPeA",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFPeS",NA,40,"short",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFTriA",NA,40,"long",NA,NA
"FallsLake@ChannelMarker#6nearBayleafNC",2018-11-30,"PFUnA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"4.2",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"6.2",NA,40,"short",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"8.2",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"FOSA",NA,40,"long",NA,NA
"FallsLake@Marker#1nearBayleafNC",2018-08-16,"HFPO.DA",NA,40,"long",NA,NA
