"Site","Sample.Date","Analyte","ppt","lab.qual","chain.length","lat","long"
"MORGANCRKATSR1726NRFARRINGTON",2018-04-11,"PFPeA",NA,40,"short",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-04-11,"PFPeS",NA,40,"short",NA,NA
"MORGANCRKATSR1726NRFARRINGTON",2018-04-11,"PFUnA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"4.2",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"8.2",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"FOSA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"HFPO.DA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFBA",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFBS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFDA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFHpS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFHxS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFNA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFNS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFOA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFPeA",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFPeS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-02-21,"PFUnA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"4.2",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"8.2",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"FOSA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"HFPO.DA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFBA",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFBS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFDoA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFHpS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFHxS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFNA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFNS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFOA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFOS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFPeS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-04-11,"PFUnA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"FOSA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"HFPO.DA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFBA",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFBS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFDA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFHxS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFNA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFNS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFOS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-05-09,"PFPeS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"4.2",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"FOSA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"HFPO.DA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFBS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFDoA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFDS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFHpS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFHxS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFNA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFNS",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFOA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFPeS",NA,40,"short",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFTriA",NA,40,"long",NA,NA
"HAWRIVBELOWJORDANDAMNRMONCURE",2018-06-13,"PFUnA",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"4.2",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"6.2",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"8.2",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"FOSA",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"HFPO.DA",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFBS",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFDA",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFDoA",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFDS",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFHpA",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFHpS",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFHxA",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFHxS",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFNA",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFNS",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFOA",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFOS",NA,40,"long",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFPeA",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFPeA",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFPeS",NA,40,"short",NA,NA
"ReidsvilleLakeatDam",2018-07-12,"PFUnA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"4.2",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"8.2",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"FOSA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"PFBS",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"PFDoA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"PFDS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-01-03,"PFNS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"4.2",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"8.2",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"FOSA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFBA",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFBS",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFDA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFNA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFNS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFOA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-02-21,"PFUnA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"FOSA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFBA",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFBS",NA,40,"short",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFDA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFNA",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFNS",NA,40,"long",NA,NA
"JORDANLAKEABOVESTINKINGCREEKNRPITTSBORONC",2018-05-09,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"4.2",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"8.2",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"FOSA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFBA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFBS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFDA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFHpA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFHxA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFNA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFNS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFOA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFOS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFPeA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-02-21,"PFUnA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"FOSA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFBA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFBS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFDA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFHpA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFNA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFNS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFOA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFOS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFPeA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFNEWHOPECREEK",2018-05-09,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"4.2",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"FOSA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFBA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFBS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFDoA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFDS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFHpA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFHxA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFNA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFNS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFOA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFOS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFTriA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFMORGANCKNRFARRINGTON",2018-06-13,"PFUnA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"4.2",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"8.2",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"FOSA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFBS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFDA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFDoA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFDS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFHxA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFNA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFNS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFOA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-01-03,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"4.2",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"8.2",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"FOSA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFBA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFBS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFDA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFHpA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFHxA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFNA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFNS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFOA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFOS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFPeA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-02-21,"PFUnA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"FOSA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFBS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFDA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFHpA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFNA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFNS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFOA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFOS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFPeA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-05-09,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"4.2",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"FOSA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFBA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFBS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFDoA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFDS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFHpA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFHxA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFNA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFNS",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFOA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFPeA",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFTriA",NA,40,"long",NA,NA
"JORDANLAKENEARFARRINGTONNC",2018-06-13,"PFUnA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"4.2",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"FOSA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"HFPO.DA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFBS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFDoA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFDS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFHpS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFHxA",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFHxS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFNA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFNS",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFOA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFPeS",NA,40,"short",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFTriA",NA,40,"long",NA,NA
"JORDANLAKEATMOUTHOFWHITEOAKCREEKNRSEAFORTH",2018-06-13,"PFUnA",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"4.2",NA,40,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"FOSA",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"HFPO.DA",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFBA",NA,40,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFBS",NA,40,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFDoA",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFDS",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFHpA",NA,40,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFHpS",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFHxA",NA,40,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFHxS",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFNA",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFNS",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFOA",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFOS",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFPeA",NA,40,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFPeS",NA,40,"short",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFTriA",NA,40,"long",NA,NA
"CarthageCityLakeatDamNRCarthage,NC",2018-06-06,"PFUnA",NA,40,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"4.2",NA,40,"short",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"HFPO.DA",NA,40,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFBS",NA,40,"short",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFDA",NA,40,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFHpS",NA,40,"long",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFHxA",NA,40,"short",NA,NA
"CaneCreekReservoiratDamnrOaks,NC",2018-05-03,"PFPeA",NA,40,"short",NA,NA
